case,document_nr,document_name,document_href,text,log,,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","44.Furthermore, the Government has not made any observations concerning other points raised in the complaint, in connection with the measures said to have been taken by the employers, after the application for registration by the ""First of May"" trade union, to hinder the establishment of that union. These points refer to the dismissal of six workers, the sending of another 70 workers away from the workplace and the signing of two collective agreements behind the backs of the workers concerned.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","The complaint does not show clearly how the first of these two agreements is related to the questions raised in the allegations, since it is supposed to have been signed between a third undertaking and another trade union. The second collective agreement, however, is alleged to have been signed by at least one of the two undertakings which employ the members of the "" First of May "" trade union, the other signatory being a trade union allegedly organised and controlled by the undertaking.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","45.In these circumstances the Committee recommends the Governing Body:(a) to take note of the information supplied by the Government in its communication of 26 May 1966, according to which the competent judge issued the writ of relief requested by the "" First of May "" Industrial Trade Union of Timber and Allied Workers against the administrative decision rejecting its application for registration;(b) to ask the Government to be good enough to confirm whether, in compliance with the court ruling,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","the trade union in question has been registered;(c) to ask the Government to be good enough to furnish observations respecting the allegations mentioned in paragraph 44 above, which refer to the dismissal of six workers and the fact that 70 more workers were sent away from their workplace by the undertakings mentioned in the complaint, because of their trade union activities; the establishment of a trade union controlled by the employers; and the signing of collective agreements behind the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","workers' backs;(d) to take note of the present interim report, it being understood that the Committee will report further to the Governing Body when it has received the information requested from the Government in subparagraphs (b) and (c) above.Geneva, 10 November 1966. (Signed) Roberto AGO, Chairman.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"28.The complaint by the World Federation of Trade Unions is contained in a communication dated 26 September 1963. It was transmitted to the Government, which sent its observations on 29 February 1964.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"29.Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), but not the Right to Organise and Collective Bargaining Convention, 1949 (No. 98).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"30.The complainants alleged that at the beginning of August 1963 a group of labour leaders including most of the former members of the national executive committee of the Union of Railwaymen of the Mexican Republic, as well as its General Secretary, Demetrio Vallejo Martinez, were sentenced to various terms of imprisonment; that Mr. Vallejo received a 16-year sentence which was confirmed on appeal; and that the said sentences were really a repressive act directed against the right to strike and","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"other trade union rights which the convicted persons had exercised (in March 1959, the complainants explained, the railway workers had gone on strike after negotiations for higher wages and better conditions of work proved fruitless; the Government had taken violent repressive action against the strikers, 5,000 workers being arrested; the leaders of the union had been imprisoned and prosecuted; hundreds of railwaymen had been dismissed; Mr. Vallejo and other leaders had been accused of","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],subversive acts and left in prison for four years pending the judgment).,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"31.The Government stated in its reply dated 29 February 1964, as a preliminary issue, that the Union of Railwaymen of the Mexican Republic was not affiliated to the World Federation of Trade Unions, that the latter organisation could not claim a representative character which it did not possess, and that the complaint was therefore not receivable.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"32.On the substance of the case, the Government alleged that when Mr. Vallejo and the other accused became officers of the above-mentioned union they took the opportunity of promoting a series of disturbances, unlawful movements and acts of violence tending to weaken the national economy and subvert established institutions. Consequently, it continued, considering that the offence of social subversion (disoluci贸n social), offences against the economy, the offence of disturbing public","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"communications, etc., had been committed, the Government asked the judicial authorities to intervene. The above offences were punishable under common law provisions and the persons mentioned were accused as common law criminals. In the proceedings which followed, they were found to be criminally liable by the courts of first and second instance. However, the Supreme Court of Justice, the highest judicial organ of the country, had at that time not yet pronounced on the matter. The accused had","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"individual defending counsel chosen by themselves and had not been in close or solitary confinement; the hearings were public, and the proceedings were conducted in accordance with the time limits provided by legislation.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"33.The Government attached to its reply the text of the sentence pronounced by the Second District Judge (Criminal Court) of the Federal District in the proceedings against the persons mentioned above. It also furnished a certificate from the Ministry of Labour and Social Welfare to the effect that the Ministry received the records of the meetings held in January 1962 at which the members of the various committees, particularly the national executive committee and national committee of","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"supervision and inspection, of the Union of Railwaymen of the Mexican Republic were elected. Lastly, the Government also furnished a copy of a letter dated 27 December 1963 from the General Secretary of the same union to the Ministry of Labour and Social Welfare in which he replied to several questions put by the Ministry.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"34.It appears from the replies contained in the said letter, inter alia, that the Union of Railwaymen of the Mexican Republic is the only union organising railway workers in Mexico and has concluded collective agreements on their behalf; that the union does not belong to any national or international federation and consequently is not affiliated to the World Federation of Trade Unions; that the union has at no time empowered the W.F.T.U to make a complaint against the Government of Mexico for","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"violation of freedom of association; that the Government has never infringed freedom of association in relation to the workers, including railwaymen; that at no time have 5,000 railway workers been arrested; that Mr. Vallejo and others had been convicted for criminal offences by a court of first instance and had instituted an appeal.Preliminary Question as to Receivability of the Complaint","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"35.When the Committee examined the case at its 37th Session (June 1964) it recalled that, on a previous occasion, the Secretary-General of the United Nations had transmitted to the I.L.O a complaint by the Local Railway Workers' Council at Tierra Blanca (Veracruz, Mexico) relating to the arrest of Mr. Vallejo. That complaint had been communicated to the Mexican Government, which stated that at the time of lodging it the signatories were not, as they claimed, President and Secretary of the said","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"council and therefore had no right to make the complaint. In those circumstances the Committee had asked for the information which it required in order that the situation might be clarified; as this was not received, it reached the following conclusion:Since the Committee has not been able to obtain the information it requested about the complaining organisation, and since furthermore it has not been able to ascertain the real status of the signatories of the complaint, the Committee recommends","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],the Governing Body to decide that the complaint is not receivable under the procedure in force.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
Case No 358 (Mexico),26-Sep-63,The World Federation of Trade Unions ,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714'],"36.In the present case, observed the Committee at its 37th Session, the Government argued that, as the Union of Railwaymen of the Mexican Republic was not affiliated to the World Federation of Trade Unions, the latter organisation could not claim a representative character which it did not possess and that the complaint it presented was therefore not receivable.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898714, response status: 200",,,
